Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards,Player-additional
1,Michael Penix Jr.*,Washington,Pac-12,15,363,555,65.4,4903,36,6.5,11,2.0,8.8,9.24,13.5,326.9,157.1,H-2Maxwell,michael-penix-jr-1
2,Bo Nix*,Oregon,Pac-12,14,364,470,77.4,4508,45,9.6,3,0.6,9.6,11.22,12.4,322.0,188.3,H-3,bo-nix-1
3,Carson Beck*,Georgia,SEC,14,302,417,72.4,3941,24,5.8,6,1.4,9.5,9.95,13.0,281.5,167.9,,carson-beck-1
4,Seth Henigan*,Memphis,American,13,318,476,66.8,3883,32,6.7,9,1.9,8.2,8.65,12.2,298.7,153.7,,seth-henigan-1
5,Jayden Daniels*,LSU,SEC,12,236,327,72.2,3812,40,12.2,4,1.2,11.7,13.55,16.2,317.7,208.0,HAA,jayden-daniels-1
6,Davis Brin*,Georgia Southern,Sun Belt,13,362,552,65.6,3781,24,4.3,19,3.4,6.8,6.17,10.4,290.8,130.6,,davis-brin-1
7,Joey Aguilar*,Appalachian State,Sun Belt,14,293,460,63.7,3757,33,7.2,10,2.2,8.2,8.62,12.8,268.4,151.6,,joey-aguilar-1
8,Cameron Ward,Washington State,Pac-12,12,323,485,66.6,3736,25,5.2,7,1.4,7.7,8.08,11.6,311.3,145.4,,cameron-ward-1
9,Dillon Gabriel*,Oklahoma,Big 12,12,266,384,69.3,3660,30,7.8,6,1.6,9.5,10.39,13.8,305.0,172.0,,dillon-gabriel-1
10,Jordan McCloud*,James Madison,Sun Belt,13,281,412,68.2,3657,35,8.5,10,2.4,8.9,9.48,13.0,281.3,165.9,,jordan-mccloud-1
11,Caleb Williams*,USC,Pac-12,12,266,388,68.6,3633,30,7.7,5,1.3,9.4,10.33,13.7,302.8,170.1,,caleb-williams-3
12,Drake Maye*,North Carolina,ACC,12,269,425,63.3,3608,24,5.6,9,2.1,8.5,8.67,13.4,300.7,149.0,,drake-maye-1
13,Gunnar Watson*,Troy,Sun Belt,14,268,439,61.0,3569,27,6.2,6,1.4,8.1,8.74,13.3,254.9,146.9,,gunnar-watson-1
14,Brayden Schager,Hawaii,MWC,13,332,525,63.2,3542,26,5.0,14,2.7,6.7,6.54,10.7,272.5,130.9,,brayden-schager-1
15,Quinn Ewers*,Texas,Big 12,12,272,394,69.0,3479,22,5.6,6,1.5,8.8,9.26,12.8,289.9,158.6,,quinn-ewers-1
16,Alan Bowman*,Oklahoma State,Big 12,14,304,501,60.7,3460,15,3.0,14,2.8,6.9,6.25,11.4,247.1,123.0,,alan-bowman-1
17,Brayden Fowler-Nicolosi,Colorado State,MWC,12,292,470,62.1,3460,22,4.7,16,3.4,7.4,6.77,11.8,288.3,132.6,,brayden-fowler-nicolosi-1
18,TJ Finley*,Texas State,Sun Belt,13,279,414,67.4,3439,24,5.8,8,1.9,8.3,8.60,12.3,264.5,152.4,,tj-finley-1
19,Chandler Rogers,North Texas,American,12,262,421,62.2,3382,29,6.9,5,1.2,8.0,8.88,12.9,281.8,150.1,,chandler-rogers-3
20,Taulia Tagovailoa*,Maryland,Big Ten,12,290,437,66.4,3377,25,5.7,11,2.5,7.7,7.74,11.6,281.4,145.1,,taulia-tagovailoa-1
21,Jaxson Dart*,Ole Miss,SEC,13,233,358,65.1,3364,23,6.4,5,1.4,9.4,10.05,14.4,258.8,162.4,,jaxson-dart-1
22,Austin Reed*,Western Kentucky,CUSA,12,289,470,61.5,3340,31,6.6,11,2.3,7.1,7.37,11.6,278.3,138.3,,austin-reed-2
23,Brady Cook*,Missouri,SEC,13,244,369,66.1,3317,21,5.7,6,1.6,9.0,9.40,13.6,255.2,157.2,,brady-cook-1
24,Byrum Brown*,South Florida,American,13,276,427,64.6,3292,26,6.1,11,2.6,7.7,7.77,11.9,253.2,144.3,,byrum-brown-1
25,Shedeur Sanders,Colorado,Pac-12,11,298,430,69.3,3230,27,6.3,3,0.7,7.5,8.45,10.8,293.6,151.7,,shedeur-sanders-1
26,Jack Plummer*,Louisville,ACC,14,256,395,64.8,3204,21,5.3,12,3.0,8.1,7.81,12.5,228.9,144.4,,jack-plummer-1
27,Preston Stone*,SMU,American,12,206,344,59.9,3197,28,8.1,6,1.7,9.3,10.14,15.5,266.4,161.3,,preston-stone-1
28,Spencer Rattler,South Carolina,SEC,12,275,399,68.9,3186,19,4.8,8,2.0,8.0,8.04,11.6,265.5,147.7,,spencer-rattler-1
29,Kyle McCord*,Ohio State,Big Ten,12,229,348,65.8,3170,24,6.9,6,1.7,9.1,9.71,13.8,264.2,161.6,,kyle-mccord-1
30,Jacob Zeno,UAB,American,11,279,379,73.6,3126,20,5.3,9,2.4,8.2,8.23,11.2,284.2,155.6,,jacob-zeno-1
31,Rocco Becht*,Iowa State,Big 12,13,231,367,62.9,3120,23,6.3,8,2.2,8.5,8.77,13.5,240.0,150.7,,rocco-becht-1
32,Nicholas Vattiato,Middle Tennessee State,CUSA,12,286,428,66.8,3092,23,5.4,13,3.0,7.2,6.93,10.8,257.7,139.2,,nicholas-vattiato-1
33,Jayden Maiava*,Nevada-Las Vegas,MWC,14,224,353,63.5,3085,17,4.8,10,2.8,8.7,8.43,13.8,220.4,147.1,,jayden-maiava-1
34,E.J. Warner,Temple,American,10,256,445,57.5,3076,23,5.2,12,2.7,6.9,6.73,12.0,307.6,127.3,,ej-warner-1
35,J.J. McCarthy*,Michigan,Big Ten,15,240,332,72.3,2991,22,6.6,4,1.2,9.0,9.79,12.5,199.4,167.4,H-10,jj-mccarthy-1
36,Mikey Keene*,Fresno State,MWC,12,283,422,67.1,2976,24,5.7,10,2.4,7.1,7.12,10.5,248.0,140.3,,mikey-keene-1
37,Diego Pavia*,New Mexico State,CUSA,15,221,366,60.4,2973,26,7.1,9,2.5,8.1,8.44,13.5,198.2,147.1,,diego-pavia-1
38,Graham Mertz,Florida,SEC,11,261,358,72.9,2903,20,5.6,3,0.8,8.1,8.85,11.1,263.9,157.8,,graham-mertz-1
39,Kaidon Salter*,Liberty,CUSA,14,177,290,61.0,2876,32,11.0,6,2.1,9.9,11.19,16.2,205.4,176.6,,kaidon-salter-1
40,Noah Fifita*,Arizona,Pac-12,12,241,333,72.4,2869,25,7.5,6,1.8,8.6,9.31,11.9,239.1,165.9,,noah-fifita-1
41,Cade Klubnik*,Clemson,ACC,13,290,454,63.9,2844,19,4.2,9,2.0,6.3,6.21,9.8,218.8,126.3,,cade-klubnik-1
42,Haynes King*,Georgia Tech,ACC,13,226,367,61.6,2842,27,7.4,16,4.4,7.7,7.25,12.6,218.6,142.2,,haynes-king-1
43,Jalen Milroe*,Alabama,SEC,13,187,284,65.8,2834,23,8.1,6,2.1,10.0,10.65,15.2,218.0,172.2,H-6,jalen-milroe-1
44,Joe Milton*,Tennessee,SEC,12,229,354,64.7,2813,20,5.6,5,1.4,7.9,8.44,12.3,234.4,147.3,,joe-milton-2
